#       u	g	r	i	z
2980.0	0.0000	0.0000	0.0000	0.0000	0.0000
3005.0	0.0001	0.0000	0.0000	0.0000	0.0000
3030.0	0.0005	0.0000	0.0000	0.0000	0.0000
3055.0	0.0013	0.0000	0.0000	0.0000	0.0000
3080.0	0.0026	0.0000	0.0000	0.0000	0.0000
3105.0	0.0052	0.0000	0.0000	0.0000	0.0000
3130.0	0.0093	0.0000	0.0000	0.0000	0.0000
3155.0	0.0161	0.0000	0.0000	0.0000	0.0000
3180.0	0.0240	0.0000	0.0000	0.0000	0.0000
3205.0	0.0323	0.0000	0.0000	0.0000	0.0000
3230.0	0.0405	0.0000	0.0000	0.0000	0.0000
3255.0	0.0485	0.0000	0.0000	0.0000	0.0000
3280.0	0.0561	0.0000	0.0000	0.0000	0.0000
3305.0	0.0634	0.0000	0.0000	0.0000	0.0000
3330.0	0.0700	0.0000	0.0000	0.0000	0.0000
3355.0	0.0756	0.0000	0.0000	0.0000	0.0000
3380.0	0.0803	0.0000	0.0000	0.0000	0.0000
3405.0	0.0848	0.0000	0.0000	0.0000	0.0000
3430.0	0.0883	0.0000	0.0000	0.0000	0.0000
3455.0	0.0917	0.0000	0.0000	0.0000	0.0000
3480.0	0.0959	0.0000	0.0000	0.0000	0.0000
3505.0	0.1001	0.0000	0.0000	0.0000	0.0000
3530.0	0.1029	0.0000	0.0000	0.0000	0.0000
3555.0	0.1044	0.0000	0.0000	0.0000	0.0000
3580.0	0.1053	0.0000	0.0000	0.0000	0.0000
3605.0	0.1063	0.0000	0.0000	0.0000	0.0000
3630.0	0.1075	0.0000	0.0000	0.0000	0.0000
3655.0	0.1085	0.0003	0.0000	0.0000	0.0000
3680.0	0.1084	0.0008	0.0000	0.0000	0.0000
3705.0	0.1064	0.0013	0.0000	0.0000	0.0000
3730.0	0.1024	0.0019	0.0000	0.0000	0.0000
3755.0	0.0966	0.0024	0.0000	0.0000	0.0000
3780.0	0.0887	0.0034	0.0000	0.0000	0.0000
3805.0	0.0787	0.0055	0.0000	0.0000	0.0000
3830.0	0.0672	0.0103	0.0000	0.0000	0.0000
3855.0	0.0549	0.0194	0.0000	0.0000	0.0000
3880.0	0.0413	0.0326	0.0000	0.0000	0.0000
3905.0	0.0268	0.0492	0.0000	0.0000	0.0000
3930.0	0.0145	0.0686	0.0000	0.0000	0.0000
3955.0	0.0075	0.0900	0.0000	0.0000	0.0000
3980.0	0.0042	0.1123	0.0000	0.0000	0.0000
4005.0	0.0022	0.1342	0.0000	0.0000	0.0000
4030.0	0.0010	0.1545	0.0000	0.0000	0.0000
4055.0	0.0006	0.1722	0.0000	0.0000	0.0000
4080.0	0.0004	0.1873	0.0000	0.0000	0.0000
4105.0	0.0002	0.2003	0.0000	0.0000	0.0000
4130.0	0.0000	0.2116	0.0000	0.0000	0.0000
4155.0	0.0000	0.2214	0.0000	0.0000	0.0000
4180.0	0.0000	0.2301	0.0000	0.0000	0.0000
4205.0	0.0000	0.2378	0.0000	0.0000	0.0000
4230.0	0.0000	0.2448	0.0000	0.0000	0.0000
4255.0	0.0000	0.2513	0.0000	0.0000	0.0000
4280.0	0.0000	0.2574	0.0000	0.0000	0.0000
4305.0	0.0000	0.2633	0.0000	0.0000	0.0000
4330.0	0.0000	0.2691	0.0000	0.0000	0.0000
4355.0	0.0000	0.2747	0.0000	0.0000	0.0000
4380.0	0.0000	0.2801	0.0000	0.0000	0.0000
4405.0	0.0000	0.2852	0.0000	0.0000	0.0000
4430.0	0.0000	0.2899	0.0000	0.0000	0.0000
4455.0	0.0000	0.2940	0.0000	0.0000	0.0000
4480.0	0.0000	0.2979	0.0000	0.0000	0.0000
4505.0	0.0000	0.3016	0.0000	0.0000	0.0000
4530.0	0.0000	0.3055	0.0000	0.0000	0.0000
4555.0	0.0000	0.3097	0.0000	0.0000	0.0000
4580.0	0.0000	0.3141	0.0000	0.0000	0.0000
4605.0	0.0000	0.3184	0.0000	0.0000	0.0000
4630.0	0.0000	0.3224	0.0000	0.0000	0.0000
4655.0	0.0000	0.3257	0.0000	0.0000	0.0000
4680.0	0.0000	0.3284	0.0000	0.0000	0.0000
4705.0	0.0000	0.3307	0.0000	0.0000	0.0000
4730.0	0.0000	0.3327	0.0000	0.0000	0.0000
4755.0	0.0000	0.3346	0.0000	0.0000	0.0000
4780.0	0.0000	0.3364	0.0000	0.0000	0.0000
4805.0	0.0000	0.3383	0.0000	0.0000	0.0000
4830.0	0.0000	0.3403	0.0000	0.0000	0.0000
4855.0	0.0000	0.3425	0.0000	0.0000	0.0000
4880.0	0.0000	0.3448	0.0000	0.0000	0.0000
4905.0	0.0000	0.3472	0.0000	0.0000	0.0000
4930.0	0.0000	0.3495	0.0000	0.0000	0.0000
4955.0	0.0000	0.3519	0.0000	0.0000	0.0000
4980.0	0.0000	0.3541	0.0000	0.0000	0.0000
5005.0	0.0000	0.3562	0.0000	0.0000	0.0000
5030.0	0.0000	0.3581	0.0000	0.0000	0.0000
5055.0	0.0000	0.3597	0.0000	0.0000	0.0000
5080.0	0.0000	0.3609	0.0000	0.0000	0.0000
5105.0	0.0000	0.3613	0.0000	0.0000	0.0000
5130.0	0.0000	0.3609	0.0000	0.0000	0.0000
5155.0	0.0000	0.3595	0.0000	0.0000	0.0000
5180.0	0.0000	0.3581	0.0000	0.0000	0.0000
5205.0	0.0000	0.3558	0.0000	0.0000	0.0000
5230.0	0.0000	0.3452	0.0000	0.0000	0.0000
5255.0	0.0000	0.3194	0.0000	0.0000	0.0000
5280.0	0.0000	0.2807	0.0000	0.0000	0.0000
5305.0	0.0000	0.2339	0.0000	0.0000	0.0000
5330.0	0.0000	0.1839	0.0000	0.0000	0.0000
5355.0	0.0000	0.1352	0.0000	0.0000	0.0000
5380.0	0.0000	0.0911	0.0000	0.0000	0.0000
5405.0	0.0000	0.0548	0.0014	0.0000	0.0000
5430.0	0.0000	0.0295	0.0099	0.0000	0.0000
5455.0	0.0000	0.0166	0.0259	0.0000	0.0000
5480.0	0.0000	0.0112	0.0497	0.0000	0.0000
5505.0	0.0000	0.0077	0.0807	0.0000	0.0000
5530.0	0.0000	0.0050	0.1186	0.0000	0.0000
5555.0	0.0000	0.0032	0.1625	0.0000	0.0000
5580.0	0.0000	0.0021	0.2093	0.0000	0.0000
5605.0	0.0000	0.0015	0.2555	0.0000	0.0000
5630.0	0.0000	0.0012	0.2975	0.0000	0.0000
5655.0	0.0000	0.0010	0.3326	0.0000	0.0000
5680.0	0.0000	0.0009	0.3609	0.0000	0.0000
5705.0	0.0000	0.0008	0.3834	0.0000	0.0000
5730.0	0.0000	0.0006	0.4010	0.0000	0.0000
5755.0	0.0000	0.0005	0.4147	0.0000	0.0000
5780.0	0.0000	0.0003	0.4253	0.0000	0.0000
5805.0	0.0000	0.0001	0.4333	0.0000	0.0000
5830.0	0.0000	0.0000	0.4395	0.0000	0.0000
5855.0	0.0000	0.0000	0.4446	0.0000	0.0000
5880.0	0.0000	0.0000	0.4489	0.0000	0.0000
5905.0	0.0000	0.0000	0.4527	0.0000	0.0000
5930.0	0.0000	0.0000	0.4563	0.0000	0.0000
5955.0	0.0000	0.0000	0.4599	0.0000	0.0000
5980.0	0.0000	0.0000	0.4634	0.0000	0.0000
6005.0	0.0000	0.0000	0.4665	0.0000	0.0000
6030.0	0.0000	0.0000	0.4689	0.0000	0.0000
6055.0	0.0000	0.0000	0.4703	0.0000	0.0000
6080.0	0.0000	0.0000	0.4711	0.0000	0.0000
6105.0	0.0000	0.0000	0.4717	0.0000	0.0000
6130.0	0.0000	0.0000	0.4727	0.0000	0.0000
6155.0	0.0000	0.0000	0.4744	0.0000	0.0000
6180.0	0.0000	0.0000	0.4767	0.0000	0.0000
6205.0	0.0000	0.0000	0.4792	0.0000	0.0000
6230.0	0.0000	0.0000	0.4819	0.0000	0.0000
6255.0	0.0000	0.0000	0.4844	0.0000	0.0000
6280.0	0.0000	0.0000	0.4867	0.0000	0.0000
6305.0	0.0000	0.0000	0.4887	0.0000	0.0000
